1.0702,0.0072288,-10,0.027093
1.0702,-0.0027712,-10,0.027093
1.0702,-0.012771,-10,0.027093
1.0702,-0.022771,-10,0.027093
1.0702,-0.032771,-10,0.027093
1.0701,-0.042771,-10,0.027093
1.0701,-0.052771,-10,0.027093
1.07,-0.062771,-10,0.027093
1.07,-0.072771,-10,0.027093
1.0699,-0.082771,-10,0.027093
1.0698,-0.092771,-10,0.027093
1.0697,-0.10277,-10,0.027093
1.0696,-0.11277,-10,0.027093
1.0695,-0.12277,-10,0.027093
1.0694,-0.13277,-10,0.027093
1.0692,-0.14277,-10,0.027093
1.0691,-0.15277,-10,0.027093
1.0689,-0.16277,-10,0.027093
1.0687,-0.17277,-10,0.027093
1.0686,-0.18277,-10,0.027093
1.0684,-0.19277,-10,0.027093
1.0682,-0.20277,-10,0.027093
1.068,-0.21277,-10,0.027093
1.0678,-0.22277,-10,0.027093
1.0675,-0.23277,-10,0.027093
1.0673,-0.24277,-10,0.027093
1.067,-0.25277,-10,0.027093
1.0668,-0.26277,-10,0.027093
1.0665,-0.27277,-10,0.027093
1.0662,-0.28277,-10,0.027093
1.0659,-0.29277,-10,0.027093
1.0656,-0.30277,-10,0.027093
1.0653,-0.31277,-10,0.027093
1.065,-0.32277,-10,0.027093
1.0647,-0.33277,-10,0.027093
1.0644,-0.34277,-10,0.027093
1.064,-0.35277,-10,0.027093
1.0637,-0.36277,-10,0.027093
1.0633,-0.37277,-10,0.027093
1.0629,-0.38277,-10,0.027093
1.0625,-0.39277,-10,0.027093
1.0621,-0.40277,-10,0.027093
1.0617,-0.41277,-10,0.027093
1.0613,-0.42277,-10,0.027093
1.0609,-0.43277,-10,0.027093
1.0604,-0.44277,-10,0.027093
1.06,-0.45277,-10,0.027093
1.0595,-0.46277,-10,0.027093
1.0591,-0.47277,-10,0.027093
1.0586,-0.48277,-10,0.027093
1.0581,-0.49277,-10,0.027093
1.0576,-0.50277,-10,0.027093
1.0571,-0.51277,-10,0.027093
1.0566,-0.52277,-10,0.027093
1.056,-0.53277,-10,0.027093
1.0555,-0.54277,-10,0.027093
1.055,-0.55277,-10,0.027093
1.0544,-0.56277,-10,0.027093
1.0538,-0.57277,-10,0.027093
1.0533,-0.58277,-10,0.027093
1.0527,-0.59277,-10,0.027093
1.0521,-0.60277,-10,0.027093
1.0515,-0.61277,-10,0.027093
1.0508,-0.62277,-10,0.027093
1.0502,-0.63277,-10,0.027093
1.0496,-0.64277,-10,0.027093
1.0489,-0.65277,-10,0.027093
1.0483,-0.66277,-10,0.027093
1.0476,-0.67277,-10,0.027093
1.0469,-0.68277,-10,0.027093
1.0462,-0.69277,-10,0.027093
1.0455,-0.70277,-10,0.027093
1.0448,-0.71277,-10,0.027093
1.0441,-0.72277,-10,0.027093
1.0434,-0.73277,-10,0.027093
1.0426,-0.74277,-10,0.027093
1.0419,-0.75277,-10,0.027093
1.0411,-0.76277,-10,0.027093
1.0404,-0.77277,-10,0.027093
1.0396,-0.78277,-10,0.027093
1.0388,-0.79277,-10,0.027093
1.038,-0.80277,-10,0.027093
1.0372,-0.81277,-10,0.027093
1.0364,-0.82277,-10,0.027093
1.0356,-0.83277,-10,0.027093
1.0347,-0.84277,-10,0.027093
1.0339,-0.85277,-10,0.027093
1.033,-0.86277,-10,0.027093
1.0321,-0.87277,-10,0.027093
1.0313,-0.88277,-10,0.027093
1.0304,-0.89277,-10,0.027093
1.0295,-0.90277,-10,0.027093
1.0286,-0.91277,-10,0.027093
1.0277,-0.92277,-10,0.027093
1.0267,-0.93277,-10,0.027093
1.0258,-0.94277,-10,0.027093
1.0248,-0.95277,-10,0.027093
1.0239,-0.96277,-10,0.027093
1.0229,-0.97277,-10,0.027093
1.0219,-0.98277,-10,0.027093
1.021,-0.99277,-10,0.027093
1.02,-1.0028,-10,0.027093
1.0189,-1.0128,-10,0.027093
1.0179,-1.0228,-10,0.027093
1.0169,-1.0328,-10,0.027093
1.0159,-1.0428,-10,0.027093
1.0148,-1.0528,-10,0.027093
1.0138,-1.0628,-10,0.027093
1.0127,-1.0728,-10,0.027093
1.0116,-1.0828,-10,0.027093
1.0105,-1.0928,-10,0.027093
1.0094,-1.1028,-10,0.027093
1.0083,-1.1128,-10,0.027093
1.0072,-1.1228,-10,0.027093
1.0061,-1.1328,-10,0.027093
1.0049,-1.1428,-10,0.027093
1.0038,-1.1528,-10,0.027093
1.0026,-1.1628,-10,0.027093
1.0015,-1.1728,-10,0.027093
1.0003,-1.1828,-10,0.027093
0.9991,-1.1921,-9.0594,0.10014
0.9979,-1.2011,-9.0503,0.10084
0.99669,-1.2102,-9.0414,0.10154
0.99548,-1.2192,-9.0325,0.10223
0.99426,-1.2282,-9.0237,0.10292
0.99302,-1.2372,-9.0149,0.10359
0.99178,-1.2463,-9.0063,0.10427
0.99053,-1.2553,-8.9977,0.10493
