1.0702,0.06648,-10,0.18626
1.0702,0.05648,-10,0.18626
1.0703,0.04648,-10,0.18626
1.0703,0.03648,-10,0.18626
1.0704,0.02648,-10,0.18626
1.0704,0.01648,-10,0.18626
1.0704,0.0064795,-10,0.18626
1.0704,-0.0035205,-10,0.18626
1.0704,-0.01352,-10,0.18626
1.0704,-0.02352,-10,0.18626
1.0703,-0.03352,-10,0.18626
1.0703,-0.04352,-10,0.18626
1.0702,-0.05352,-10,0.18626
1.0702,-0.06352,-10,0.18626
1.0701,-0.07352,-10,0.18626
1.07,-0.08352,-10,0.18626
1.07,-0.09352,-10,0.18626
1.0699,-0.10352,-10,0.18626
1.0697,-0.11352,-10,0.18626
1.0696,-0.12352,-10,0.18626
1.0695,-0.13352,-10,0.18626
1.0694,-0.14352,-10,0.18626
1.0692,-0.15352,-10,0.18626
1.0691,-0.16352,-10,0.18626
1.0689,-0.17352,-10,0.18626
1.0687,-0.18352,-10,0.18626
1.0685,-0.19352,-10,0.18626
1.0683,-0.20352,-10,0.18626
1.0681,-0.21352,-10,0.18626
1.0679,-0.22352,-10,0.18626
1.0677,-0.23352,-10,0.18626
1.0674,-0.24352,-10,0.18626
1.0672,-0.25352,-10,0.18626
1.0669,-0.26352,-10,0.18626
1.0666,-0.27352,-10,0.18626
1.0664,-0.28352,-10,0.18626
1.0661,-0.29352,-10,0.18626
1.0658,-0.30352,-10,0.18626
1.0655,-0.31352,-10,0.18626
1.0652,-0.32352,-10,0.18626
1.0648,-0.33352,-10,0.18626
1.0645,-0.34352,-10,0.18626
1.0641,-0.35352,-10,0.18626
1.0638,-0.36352,-10,0.18626
1.0634,-0.37352,-10,0.18626
1.063,-0.38352,-10,0.18626
1.0626,-0.39352,-10,0.18626
1.0622,-0.40352,-10,0.18626
1.0618,-0.41352,-10,0.18626
1.0614,-0.42352,-10,0.18626
1.061,-0.43352,-10,0.18626
1.0606,-0.44352,-10,0.18626
1.0601,-0.45352,-10,0.18626
1.0596,-0.46352,-10,0.18626
1.0592,-0.47352,-10,0.18626
1.0587,-0.48352,-10,0.18626
1.0582,-0.49352,-10,0.18626
1.0577,-0.50352,-10,0.18626
1.0572,-0.51352,-10,0.18626
1.0567,-0.52352,-10,0.18626
1.0562,-0.53352,-10,0.18626
1.0556,-0.54352,-10,0.18626
1.0551,-0.55352,-10,0.18626
1.0545,-0.56352,-10,0.18626
1.0539,-0.57352,-10,0.18626
1.0534,-0.58352,-10,0.18626
1.0528,-0.59352,-10,0.18626
1.0522,-0.60352,-10,0.18626
1.0516,-0.61352,-10,0.18626
1.0509,-0.62352,-10,0.18626
1.0503,-0.63352,-10,0.18626
1.0497,-0.64352,-10,0.18626
1.049,-0.65352,-10,0.18626
